"trial","log10n","n","snr","variant","p_selected","truth_in_selected","n_spurious_selected","p_final","success","truth_in_final","n_spurious_final","selected"
11,3.69897000433602,5000,60,"min/1se",28,FALSE,22,27,FALSE,FALSE,20,"x1;x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4"
11,3.69897000433602,5000,60,"1se/1se",28,FALSE,22,27,FALSE,FALSE,20,"x1;x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4"
11,3.69897000433602,5000,Inf,"min/min",20,TRUE,13,19,FALSE,TRUE,11,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x1 x3^3;x3^4"
11,3.69897000433602,5000,Inf,"min/1se",20,TRUE,13,19,FALSE,TRUE,11,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x1 x3^3;x3^4"
11,3.69897000433602,5000,Inf,"1se/1se",20,TRUE,13,19,FALSE,TRUE,11,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x1 x3^3;x3^4"
12,3.69897000433602,5000,60,"min/min",14,TRUE,7,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x3^3;x2 x3^3"
12,3.69897000433602,5000,60,"min/1se",19,TRUE,12,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x1 x3^3;x2 x3^3"
12,3.69897000433602,5000,60,"1se/1se",16,TRUE,9,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1 x3^3;x2 x3^3"
12,3.69897000433602,5000,Inf,"min/min",42,FALSE,36,41,FALSE,FALSE,34,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
12,3.69897000433602,5000,Inf,"min/1se",42,FALSE,36,42,FALSE,FALSE,35,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
12,3.69897000433602,5000,Inf,"1se/1se",42,FALSE,36,42,FALSE,FALSE,35,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
13,3.69897000433602,5000,60,"min/min",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^3 x3;x2^2 x3^2"
13,3.69897000433602,5000,60,"min/1se",11,TRUE,4,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
13,3.69897000433602,5000,60,"1se/1se",11,TRUE,4,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
13,3.69897000433602,5000,Inf,"min/min",45,TRUE,38,43,FALSE,TRUE,35,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x2^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3"
13,3.69897000433602,5000,Inf,"min/1se",45,TRUE,38,43,FALSE,TRUE,35,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x2^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3"
13,3.69897000433602,5000,Inf,"1se/1se",20,TRUE,13,18,FALSE,TRUE,10,"x3;x1^2;x2^2;x1^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3"
14,3.69897000433602,5000,60,"min/min",17,FALSE,11,18,FALSE,FALSE,11,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x2^3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2"
14,3.69897000433602,5000,60,"min/1se",16,FALSE,10,16,FALSE,FALSE,9,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x2^3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2"
14,3.69897000433602,5000,60,"1se/1se",17,FALSE,11,18,FALSE,FALSE,11,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x2^3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2"
14,3.69897000433602,5000,Inf,"min/min",29,FALSE,23,28,FALSE,FALSE,21,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x1^4 x2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^2 x3^3;x2^2 x3^3"
14,3.69897000433602,5000,Inf,"min/1se",29,FALSE,23,28,FALSE,FALSE,21,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x1^4 x2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^2 x3^3;x2^2 x3^3"
14,3.69897000433602,5000,Inf,"1se/1se",29,FALSE,23,28,FALSE,FALSE,21,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x1^4 x2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^2 x3^3;x2^2 x3^3"
15,3.69897000433602,5000,60,"min/min",22,FALSE,17,21,FALSE,FALSE,15,"x2;x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
15,3.69897000433602,5000,60,"min/1se",21,FALSE,16,20,FALSE,FALSE,14,"x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
15,3.69897000433602,5000,60,"1se/1se",21,FALSE,16,20,FALSE,FALSE,14,"x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
15,3.69897000433602,5000,Inf,"min/min",21,FALSE,16,22,FALSE,FALSE,16,"x2;x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
15,3.69897000433602,5000,Inf,"min/1se",21,FALSE,16,22,FALSE,FALSE,16,"x2;x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
15,3.69897000433602,5000,Inf,"1se/1se",21,FALSE,16,22,FALSE,FALSE,16,"x2;x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
16,3.69897000433602,5000,60,"min/min",22,TRUE,15,8,TRUE,TRUE,0,"x3;x1^2;x1 x2;x2^2;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,3.69897000433602,5000,60,"min/1se",16,FALSE,11,17,FALSE,FALSE,11,"x3;x1^2;x1 x2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,3.69897000433602,5000,60,"1se/1se",16,FALSE,11,17,FALSE,FALSE,11,"x3;x1^2;x1 x2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,3.69897000433602,5000,Inf,"min/min",19,FALSE,13,19,FALSE,FALSE,12,"x3;x1^2;x1 x2;x2^2;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,3.69897000433602,5000,Inf,"min/1se",17,FALSE,12,18,FALSE,FALSE,12,"x3;x1^2;x1 x2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,3.69897000433602,5000,Inf,"1se/1se",17,FALSE,12,18,FALSE,FALSE,12,"x3;x1^2;x1 x2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
17,3.69897000433602,5000,60,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
17,3.69897000433602,5000,60,"min/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
17,3.69897000433602,5000,60,"1se/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
17,3.69897000433602,5000,Inf,"min/min",30,TRUE,23,29,FALSE,TRUE,21,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x3;x1^3 x3^2;x2^3 x3^2;x1^2 x3^3"
17,3.69897000433602,5000,Inf,"min/1se",28,TRUE,21,29,FALSE,TRUE,21,"x3;x1^2;x2^2;x2 x3;x1^3;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3"
17,3.69897000433602,5000,Inf,"1se/1se",30,TRUE,23,29,FALSE,TRUE,21,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x3;x1^3 x3^2;x2^3 x3^2;x1^2 x3^3"
18,3.69897000433602,5000,60,"min/min",9,TRUE,2,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x2^2 x3^2"
18,3.69897000433602,5000,60,"min/1se",9,TRUE,2,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x2^2 x3^2"
18,3.69897000433602,5000,60,"1se/1se",9,TRUE,2,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x2^2 x3^2"
18,3.69897000433602,5000,Inf,"min/min",13,TRUE,6,13,FALSE,TRUE,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2"
18,3.69897000433602,5000,Inf,"min/1se",13,TRUE,6,13,FALSE,TRUE,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2"
18,3.69897000433602,5000,Inf,"1se/1se",13,TRUE,6,11,FALSE,TRUE,3,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2"
19,3.69897000433602,5000,60,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
19,3.69897000433602,5000,60,"min/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
19,3.69897000433602,5000,60,"1se/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
19,3.69897000433602,5000,Inf,"min/min",25,TRUE,18,22,FALSE,TRUE,14,"x3;x1^2;x2^2;x2 x3;x1^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x1^4 x3;x1^2 x2^2 x3;x1^3 x3^2;x2^3 x3^2;x1^2 x3^3"
19,3.69897000433602,5000,Inf,"min/1se",25,TRUE,18,22,FALSE,TRUE,14,"x3;x1^2;x2^2;x2 x3;x1^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x1^4 x3;x1^2 x2^2 x3;x1^3 x3^2;x2^3 x3^2;x1^2 x3^3"
19,3.69897000433602,5000,Inf,"1se/1se",24,TRUE,17,21,FALSE,TRUE,13,"x3;x1^2;x2^2;x2 x3;x1^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x1^4 x3;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x3^3"
0,3.6,3981,49,"min/min",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4"
0,3.6,3981,49,"min/1se",13,TRUE,6,8,TRUE,TRUE,0,"x1;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3"
0,3.6,3981,49,"1se/1se",13,TRUE,6,8,TRUE,TRUE,0,"x1;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3"
1,3.6,3981,49,"min/min",12,TRUE,5,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2"
1,3.6,3981,49,"min/1se",16,TRUE,9,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2 x3;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2"
1,3.6,3981,49,"1se/1se",15,TRUE,8,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2"
2,3.6,3981,49,"min/min",14,TRUE,7,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1 x2^2 x3;x1 x3^3;x3^4;x2^4 x3"
2,3.6,3981,49,"min/1se",24,FALSE,18,18,FALSE,FALSE,11,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3"
2,3.6,3981,49,"1se/1se",24,FALSE,18,18,FALSE,FALSE,11,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3"
3,3.6,3981,49,"min/min",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x2^4 x3"
3,3.6,3981,49,"min/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x2^4 x3"
3,3.6,3981,49,"1se/1se",14,TRUE,7,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x2^4 x3"
4,3.6,3981,49,"min/min",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3"
4,3.6,3981,49,"min/1se",20,FALSE,14,15,FALSE,FALSE,8,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
4,3.6,3981,49,"1se/1se",20,FALSE,14,15,FALSE,FALSE,8,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
5,3.6,3981,49,"min/min",17,FALSE,11,15,FALSE,FALSE,8,"x1;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2^2 x3;x1^2 x3^2;x1 x3^3;x3^4"
5,3.6,3981,49,"min/1se",19,FALSE,13,17,FALSE,FALSE,10,"x2;x3;x1^2;x1 x2;x2^2;x2 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x1 x2^2 x3;x2^2 x3^2;x1 x3^3;x3^4"
5,3.6,3981,49,"1se/1se",22,FALSE,16,14,FALSE,FALSE,7,"x1;x2;x3;x1^2;x1 x2;x2^2;x2 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x1 x2^2 x3;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4"
6,3.6,3981,49,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
6,3.6,3981,49,"min/1se",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2"
6,3.6,3981,49,"1se/1se",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2"
7,3.6,3981,49,"min/min",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
7,3.6,3981,49,"min/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
7,3.6,3981,49,"1se/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
8,3.6,3981,49,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
8,3.6,3981,49,"min/1se",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
