"sweep","value","trial","pass2","final"
"n",2,37,"(Intercept)|x1|x3|x2x3|x2x3^2|x3^3|x2x3^4","(Intercept)|x3|x2x3|x2x3^2|x3^3"
"n",2,38,"(Intercept)|x3^2|x2x3^2|x3^3|x2^2x3^2","(Intercept)|x3^2|x2x3^2|x3^3|x2^2x3^2"
"n",2,39,"(Intercept)|x1|x2|x2^2|x2x3|x1^2x2|x1x2^2|x2^2x3|x1^2x2^2|x1x2^2x3|x1x2x3^2|x2^2x3^2|x2x3^3","(Intercept)|x1|x2|x1^2x2|x1x2^2x3|x1x2x3^2|x2^2x3^2|x2x3^3"
"n",2,40,"(Intercept)|x2|x1^2|x2^2|x2x3|x2^3|x1^2x3|x2^2x3|x1^2x2^2|x1x2^2x3","x1x2^2x3"
"n",2,41,"(Intercept)|x1^2|x1x2x3|x1x3^2|x2x3^3","(Intercept)|x1^2|x1x2x3|x1x3^2|x2x3^3"
"n",2,42,"(Intercept)|x2x3|x1x2x3|x1x3^2|x2x3^2|x3^3|x1x2x3^2|x2x3^3|x3^4","(Intercept)|x1x3^2"
"n",2,43,"(Intercept)|x3|x1x3|x3^2|x1x2x3|x1x3^2","(Intercept)|x3|x1x3|x3^2|x1x2x3|x1x3^2"
"n",2,44,"(Intercept)|x2|x3|x1x3|x2x3|x3^2|x1x2x3|x1x3^2|x1^2x2^2","x2|x1x3|x1x2x3"
"n",2,45,"(Intercept)|x1x3^2|x1x2x3^2|x1x3^3|x2x3^3","(Intercept)|x1x3^2|x1x2x3^2|x1x3^3|x2x3^3"
"n",2,46,"(Intercept)|x2x3|x3^2|x1x2x3","(Intercept)|x2x3|x3^2|x1x2x3"
"n",2,47,"(Intercept)|x2x3|x1x2x3|x2x3^2|x3^3|x1^2x3^2|x2x3^3","(Intercept)|x1x2x3|x3^3|x1^2x3^2|x2x3^3"
"n",2,48,"(Intercept)|x2|x3|x2^2|x1x3|x2x3|x3^2|x1^2x2|x1x2x3|x1x3^2|x2x3^2|x3^3|x1x2x3^2|x1x3^3","x1^2x2"
"n",2,49,"(Intercept)|x3|x2^2|x2x3|x2x3^2","(Intercept)|x3|x2^2|x2x3|x2x3^2"
"n",2,50,"(Intercept)|x2x3|x3^2|x1x3^2|x2x3^2|x3^3|x1x2x3^2","(Intercept)|x3^2|x2x3^2|x3^3|x1x2x3^2"
"n",2,51,"(Intercept)|x3^2|x1x3^2|x2x3^2|x3^3","(Intercept)|x3^2|x2x3^2|x3^3"
"n",2,52,"(Intercept)|x3|x1x2|x1x3|x2x3|x1x2x3|x2x3^2|x1^2x2^2|x2x3^3|x2x3^4","(Intercept)"
"n",2,53,"(Intercept)|x2|x3|x1^2|x2x3","(Intercept)|x2|x3|x1^2|x2x3"
"n",2,54,"(Intercept)|x1x3|x2x3|x1^2x3|x2^2x3|x2x3^2|x1^2x2x3|x1^2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x1^3x2x3|x1^2x2^2x3|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x1x2x3^3|x2^2x3^3|x1x3^4|x2x3^4|x3^5","(Intercept)|x1x3|x1^2x3|x1^3x2x3|x1^2x2x3^2"
"n",2,55,"(Intercept)|x2x3|x3^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^2x2x3|x1x2^2x3|x1x2x3^2|x2x3^3","x1^2x2x3|x1x2^2x3"
"n",2,56,"(Intercept)|x2^2|x2^2x3|x2x3^2|x1^2x3^2|x1x3^3|x3^4","(Intercept)|x2^2|x2^2x3|x2x3^2|x1^2x3^2|x3^4"
"n",2,57,"(Intercept)|x3^2|x2^2x3|x1x3^2|x3^3|x1x2^2x3|x1^2x3^2|x2x3^3","(Intercept)|x3^2|x2^2x3|x1x3^2|x3^3|x1x2^2x3|x1^2x3^2|x2x3^3"
"n",2,58,"(Intercept)|x1x3|x2x3|x3^2|x1^2x3|x1x2x3|x2^2x3|x1^3x3|x1^2x2x3|x1x2x3^2|x2^2x3^2","(Intercept)|x1x3|x2x3|x3^2|x1^2x3|x1^3x3"
"n",2,59,"(Intercept)|x1^2|x2x3|x1^2x3|x1x2x3|x2x3^2|x1^3x3|x1x2^2x3^2","(Intercept)|x1^2|x2x3|x1^2x3|x2x3^2|x1^3x3"
"n",2,60,"(Intercept)|x1x3|x2x3|x3^2|x1x2x3|x2^2x3|x2x3^2|x3^3|x1^2x2x3|x1x2x3^2","(Intercept)|x1x2x3|x2^2x3|x1^2x2x3|x1x2x3^2"
"n",2,61,"(Intercept)|x1^2|x1x2|x2^2|x1^3|x1^2x3|x1^3x3|x1x2^2x3","(Intercept)|x1^2|x1x2"
"n",2,62,"(Intercept)|x3^2|x2^2x3|x2x3^2|x2^3x3|x1x3^3|x2x3^3|x1x2x3^3|x1x3^4","(Intercept)|x3^2|x2^2x3|x1x3^3|x1x3^4"
"n",2,63,"(Intercept)|x3|x2x3|x3^2|x1x2x3|x2x3^2","(Intercept)|x3|x1x2x3|x2x3^2"
"n",2,64,"(Intercept)|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^2x3^2","(Intercept)|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^2x3^2"
"n",2,65,"(Intercept)|x1^2|x1^2x3|x2x3^2|x3^3|x2x3^3","(Intercept)|x1^2|x1^2x3|x2x3^2|x3^3|x2x3^3"
"n",2,66,"(Intercept)|x3^2|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^2x2x3|x2^2x3^2|x1x3^3|x1^3x3^2","(Intercept)|x2x3^2|x1^2x2x3|x1^3x3^2"
"n",2,67,"(Intercept)|x3^2|x1^2x3|x1x3^2|x2x3^2|x3^3|x2^2x3^2","(Intercept)|x3^2|x1^2x3|x2^2x3^2"
"n",2,68,"(Intercept)|x2|x2^2|x1x3|x3^2|x1^2x3|x2^2x3|x2x3^2|x1^3x3|x1^2x2x3|x1x2^2x3","x1x2^2x3"
"n",2,69,"(Intercept)|x3|x1x2|x1x3|x2x3|x3^2|x1x2^2|x1x3^2|x3^3","(Intercept)|x3|x1x3|x3^2|x1x2^2|x3^3"
"n",2,70,"(Intercept)|x1x3|x1x2x3|x3^3|x1x2x3^2","(Intercept)|x1x3|x1x2x3|x3^3|x1x2x3^2"
"n",2,71,"(Intercept)|x3^3|x2x3^3|x3^4","(Intercept)|x3^3|x2x3^3|x3^4"
"n",2,72,"(Intercept)|x3|x1x3|x2x3|x3^2|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^3x3|x1^2x3^2|x1x2x3^2|x1x3^3|x2x3^3|x2x3^4","(Intercept)|x2^2x3|x1^3x3|x1x2x3^2|x1x3^3"
"n",2,73,"(Intercept)|x1x3|x2x3|x3^2|x1^2x3|x1x2x3|x1x3^2|x3^3","(Intercept)|x1x3|x2x3|x1x2x3|x1x3^2|x3^3"
"n",2,74,"(Intercept)|x1x3|x2x3|x3^2|x1^2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x2^2x3^2|x2x3^3|x1^2x2^2x3|x1x2^2x3^2|x2^2x3^3|x2x3^4","(Intercept)|x3^2|x1^2x2^2x3"
"n",2,75,"(Intercept)|x1x2|x1x3|x2x3|x3^2|x1x2x3|x1x3^2|x2x3^2|x1^2x3^2|x1x2x3^2","x3^2"
"n",2,76,"(Intercept)|x2^2|x1x3|x2x3|x3^2|x2^2x3|x1x3^2|x2x3^2|x3^3","x1x3|x2^2x3|x1x3^2"
"n",2,77,"(Intercept)|x1x3|x3^2|x1x2x3|x2x3^2|x3^3|x1x2^2x3|x1^2x3^2|x1x3^3|x2x3^3|x3^4|x2x3^4","x1x2^2x3"
"n",2,78,"(Intercept)|x3|x1x3|x2x3|x3^2|x1^2x3","(Intercept)|x3|x1x3|x2x3|x3^2|x1^2x3"
"n",2,79,"(Intercept)|x1^2x3|x1x2x3|x1x3^2|x2x3^2|x3^3|x1^2x2x3|x1^2x3^2|x1x2x3^2|x2x3^3|x3^4|x1^3x3^2|x1^2x2x3^2|x1^2x3^3|x1x3^4","x1^2x2x3^2"
"n",2,80,"(Intercept)|x3|x3^2|x1^2x2|x1x2^2|x1x3^3","(Intercept)|x3|x3^2|x1^2x2|x1x2^2"
"n",2,81,"(Intercept)|x2|x2^2|x2x3|x1^2x2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3","(Intercept)|x2|x2^2|x1^2x2|x1x2^2|x2^2x3|x3^3"
"n",2,82,"(Intercept)|x2x3|x2^2x3^2|x1x3^3","(Intercept)|x2x3|x2^2x3^2|x1x3^3"
"n",2,83,"(Intercept)|x3|x2^2|x1x3|x2x3|x3^2|x1x3^2|x2x3^2","(Intercept)|x3|x2^2|x1x3|x2x3|x1x3^2|x2x3^2"
"n",2,84,"(Intercept)|x3|x3^2|x2^3|x2x3^2|x3^3|x1^2x2^2|x1x2^2x3","(Intercept)|x2^3|x2x3^2|x1^2x2^2"
"n",2,85,"(Intercept)|x1x3|x3^2|x1x2x3|x2^2x3|x1x3^2|x3^3|x2^2x3^2","(Intercept)|x3^2|x2^2x3|x2^2x3^2"
"n",2,86,"(Intercept)|x2^2|x1x3|x2x3|x1x2x3|x2^2x3|x2x3^2|x1x2^2x3|x2^3x3","(Intercept)|x2^2|x1x3|x1x2x3|x2^2x3|x2^3x3"
"n",2,87,"(Intercept)|x2^2x3|x3^3|x1x2^2x3|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x1x2x3^3|x2^2x3^3|x1x3^4|x2x3^4|x3^5","(Intercept)|x3^3|x1x2x3^2|x1x3^3|x1^2x2x3^2|x1x2x3^3"
"n",2,88,"(Intercept)|x1|x2|x1^2|x1x2|x1x3|x2x3|x1^3|x1^2x3|x1x2x3|x1x3^2|x1x2^3|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x2^5|x1^3x2x3|x1x2^3x3|x2^4x3|x2^3x3^2|x2^2x3^3","x1|x1x3^2|x1^2x2x3|x3^4"
"n",2,89,"(Intercept)|x3|x1^2|x1x3|x3^2|x1^2x3|x1x2x3|x2x3^2|x3^3|x1^2x2x3|x1^2x3^2|x1x3^3|x2x3^3|x3^4|x1^2x3^3|x1x3^4","(Intercept)|x3|x1^2|x1x3|x1x2x3|x1^2x3^2|x2x3^3|x1^2x3^3|x1x3^4"
"n",2,90,"(Intercept)|x3|x2^2|x3^2|x1^2x2|x2^2x3|x2x3^2|x3^3|x1^2x2x3|x2^3x3|x1^2x2x3^2","(Intercept)|x3|x3^2|x1^2x2|x2^2x3|x2x3^2|x3^3|x1^2x2x3^2"
"n",2,91,"(Intercept)|x1^2x3|x3^3|x1^3x3|x1^2x3^2|x1x3^3|x2x3^3|x3^4|x1^2x3^3|x1x2x3^3|x1x3^4|x3^5","x1^3x3|x2x3^3|x1^2x3^3|x1x2x3^3|x3^5"
"n",2,92,"(Intercept)|x3|x2^2|x1x2x3|x2x3^3","(Intercept)|x3|x2^2|x1x2x3|x2x3^3"
"n",2,93,"(Intercept)|x3|x1x3|x2x3|x1^2x3|x2x3^2|x1^2x3^2","(Intercept)|x3|x1x3|x1^2x3|x1^2x3^2"
"n",2,94,"(Intercept)|x3^3|x1x2x3^2|x1x3^3|x2x3^3|x3^4|x1x3^4","(Intercept)|x1x2x3^2|x1x3^3"
"n",2,95,"(Intercept)|x1x3|x3^2|x1^2x3|x2^2x3|x1^2x3^2","(Intercept)|x1x3|x3^2|x1^2x3|x2^2x3|x1^2x3^2"
"n",2,96,"(Intercept)|x2^2|x1^2x3|x1x3^2|x2x3^2","(Intercept)|x2^2|x1^2x3|x1x3^2|x2x3^2"
"n",2,97,"(Intercept)|x1^2x3|x3^3","(Intercept)|x1^2x3|x3^3"
"n",2,98,"(Intercept)|x1x3|x2x3|x3^2|x1^2x3|x1x2x3|x1x3^2|x2x3^2|x3^3|x1x3^3|x2x3^3|x3^4","(Intercept)|x3^2|x1^2x3|x1x2x3|x2x3^2|x2x3^3|x3^4"
"n",2,99,"(Intercept)|x1^2x3|x2^2x3|x1^2x3^2|x1x3^3|x3^4|x1^2x3^3|x1x3^4|x3^5","(Intercept)|x1^2x3"
"n",2,100,"(Intercept)|x3|x1x3|x3^2|x1x3^2|x2x3^2|x3^3|x1x2^2x3|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x1x2x3^3|x1x3^4","x1x2^2x3|x1x2x3^3|x1x3^4"
"n",2.1,1,"(Intercept)|x1^2x3|x1x3^2|x3^3|x1x2x3^2|x1x3^3|x3^4|x1^2x3^3|x1x3^4","(Intercept)|x1^2x3"
"n",2.1,2,"(Intercept)|x2x3|x1x2x3|x3^3|x1^3x3|x1x2x3^2|x3^4","(Intercept)|x2x3|x1x2x3|x3^3|x1^3x3|x3^4"
"n",2.1,3,"(Intercept)|x2x3|x1x2x3|x2^2x3|x2x3^2|x1x2^2x3|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^2x2^2x3|x1^2x2x3^2|x1x2^2x3^2|x1x2x3^3|x2^2x3^3|x2x3^4|x3^5","(Intercept)|x2x3"
"n",2.1,4,"(Intercept)|x2|x3|x1^2|x2x3|x3^2|x1^2x2|x2x3^2|x1^2x2x3|x1x2^2x3|x2^3x3|x2x3^3","(Intercept)|x2x3^3"
"n",2.1,5,"(Intercept)|x1x2|x1x3|x3^2|x2^2x3|x1x2x3^2","(Intercept)|x1x2|x1x3|x3^2|x2^2x3|x1x2x3^2"
"n",2.1,6,"(Intercept)|x1^2x3|x2^2x3|x2x3^2|x3^3|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1x2^2x3^2|x2^3x3^2|x1^2x3^3|x2^2x3^3|x1x3^4|x2x3^4|x3^5","(Intercept)|x2^2x3|x3^3"
"n",2.1,7,"(Intercept)|x1x2|x1x3|x2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^3x3|x1^2x2x3|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^2x2x3^2|x1^2x3^3|x1x2x3^3|x2^2x3^3|x1x3^4|x2x3^4|x3^5",""
"n",2.1,8,"(Intercept)|x3^2|x2^2x3|x1x3^2|x2x3^2|x3^3|x1x2^2x3|x1x2x3^2|x2x3^3","(Intercept)|x1x3^2|x1x2x3^2"
"n",2.1,9,"(Intercept)|x3|x1x2|x2^2|x1x3|x2x3","(Intercept)|x3|x1x2|x2^2|x1x3|x2x3"
"n",2.1,10,"(Intercept)|x1^2|x3^2|x1x2x3|x1x3^2|x2x3^2|x3^3|x1^2x2x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^3x3^2|x1^2x3^3|x1x3^4|x3^5","x2x3^2|x1^2x2x3|x2^2x3^2|x1^3x3^2|x1^2x3^3"
"n",2.1,11,"(Intercept)|x3^2|x2^2x3|x3^3|x1^2x3^2|x1x2x3^2","(Intercept)|x3^2|x2^2x3|x1^2x3^2|x1x2x3^2"
"n",2.1,12,"(Intercept)|x3|x1x3|x3^2","(Intercept)|x3|x1x3|x3^2"
"n",2.1,13,"(Intercept)|x2|x3|x1^2|x1x3|x2x3|x1^2x2|x1^3x3|x1x2^2x3","(Intercept)|x2|x3|x1x3|x1^3x3|x1x2^2x3"
"n",2.1,14,"(Intercept)|x1|x2|x2^2|x1x3|x3^3","(Intercept)|x1|x2|x2^2|x1x3|x3^3"
"n",2.1,15,"(Intercept)|x2^2|x3^2|x2x3^2|x3^3|x1^2x3^2|x2x3^3|x1^2x3^3|x1x3^4","(Intercept)|x2^2|x3^2|x2x3^2"
"n",2.1,16,"(Intercept)|x2^2|x1x3|x1^2x3|x1x2x3|x1x3^2|x3^3|x1^2x3^2","(Intercept)|x2^2|x1x2x3|x1x3^2|x3^3"
"n",2.1,17,"(Intercept)|x3^2|x1^2x3|x1x2x3|x1x3^2|x2x3^2|x3^3|x1^2x3^2|x1x3^3|x2x3^3|x3^4|x1^2x2^2x3|x1^2x2x3^2|x2^2x3^3|x1x3^4","(Intercept)|x3^2|x1^2x3^2|x1^2x2x3^2|x2^2x3^3"
"n",2.1,18,"(Intercept)|x1^2|x2x3|x3^2|x1x2x3|x2^2x3|x2x3^2|x3^3|x1x2^2x3|x1x3^3","x1^2|x2x3|x2^2x3|x2x3^2"
"n",2.1,19,"(Intercept)|x1x3|x3^2|x3^3|x1x2x3^2|x2^2x3^2|x2x3^3","(Intercept)|x1x3|x3^2|x3^3|x1x2x3^2|x2^2x3^2|x2x3^3"
"n",2.1,20,"(Intercept)|x3|x3^2|x1^2x3|x1x2x3|x2x3^2|x3^3|x1x3^3|x2x3^3|x1x2x3^3|x1x3^4|x3^5","(Intercept)|x3^5"
"n",2.1,21,"(Intercept)|x3|x1x3|x2x3|x3^2|x1^2x2|x1x2^2|x1x2x3|x1x3^2|x3^3|x1x2^2x3","(Intercept)|x2x3"
"n",2.1,22,"(Intercept)|x1^2|x2x3|x1^3|x1^2x3|x2x3^2|x3^3|x1^3x2|x1^2x2^2|x1x2^3|x1^3x3|x1^2x2x3|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^3x2^2|x1^2x2^3|x1x2^4|x1^2x2^2x3|x1x2^3x3|x1x2^2x3^2|x2^3x3^2|x2^2x3^3",""
"n",2.1,23,"x1^4|x1^2x2x3|x1x2^2x3|x2^2x3^2|x1^5|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^2x2^2x3|x2^4x3","x1^4|x1^2x2x3|x1x2^2x3|x2^2x3^2|x1^5|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^2x2^2x3|x2^4x3"
"n",2.1,24,"(Intercept)|x3^2|x2x3^2|x3^3|x1^2x2^2|x1x2^3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^3x3^2|x1^2x3^3|x2^2x3^3|x1x3^4|x2x3^4|x3^5","x1x2^3"
"n",2.1,25,"(Intercept)|x1^2x3|x1x2x3|x3^3|x1x3^3|x2x3^3|x3^4|x1x3^4","(Intercept)|x1^2x3|x1x2x3|x3^3|x1x3^3|x2x3^3|x3^4"
"n",2.1,26,"(Intercept)|x1^2|x1x2|x1x3|x2x3|x3^2|x1^2x3|x2^2x3|x1^3x2|x1x2^2x3|x2^2x3^2|x1x2^3x3|x1^3x3^2|x1^2x3^3|x1x2x3^3","(Intercept)|x1x3|x2x3|x3^2|x1^2x3|x1^3x2|x1x2^2x3|x1^2x3^3"
"n",2.1,27,"(Intercept)|x3|x2x3|x3^2|x3^3|x1^2x2x3|x1x2^2x3","(Intercept)|x3|x2x3|x3^2|x1^2x2x3|x1x2^2x3"
"n",2.1,28,"(Intercept)|x1|x3|x1^2|x2x3|x3^2|x1^2x3|x2x3^2|x1^3x2|x1x2^2x3|x1^2x3^2|x1x3^3|x1x3^4","x2x3|x1^2x3|x1^3x2|x1x2^2x3|x1^2x3^2|x1x3^3|x1x3^4"
"n",2.1,29,"(Intercept)|x2|x1x2^2|x1^2x3|x2^2x3|x1^2x2x3|x2^2x3^2|x2x3^3|x2x3^4","(Intercept)|x2|x1^2x3"
"n",2.1,30,"(Intercept)|x3|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x2^2x3^2|x3^5","(Intercept)|x1^2x3|x1x2x3|x2^2x3"
"n",2.1,31,"(Intercept)|x3^2|x1x2^2|x2^2x3|x1x2^2x3|x1x2^3x3","(Intercept)|x3^2|x1x2^2|x1x2^2x3|x1x2^3x3"
"n",2.1,32,"(Intercept)|x3^2|x2^2x3|x1x3^2|x3^3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x1x2^2x3^2|x2^2x3^3|x2x3^4","(Intercept)|x2^2x3"
"n",2.1,33,"(Intercept)|x2^2|x2x3|x3^2|x1^2x3|x1x3^2|x1x2^2x3|x1x2x3^2","(Intercept)|x2^2|x2x3|x3^2|x1^2x3|x1x2^2x3|x1x2x3^2"
"n",2.1,34,"(Intercept)|x2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x2^3x3^2|x1x2x3^3|x2^2x3^3|x1x3^4|x2x3^4|x3^5","(Intercept)|x2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x1x2x3^2|x1x3^3|x3^4|x2^3x3^2|x1x2x3^3|x2^2x3^3|x2x3^4|x3^5"
"n",2.1,35,"(Intercept)|x3^2|x1^2x3|x2^2x3|x1x3^2|x1x2^2x3|x1^2x3^2|x1^2x3^3|x1x2x3^3","(Intercept)|x3^2|x2^2x3|x1x3^2|x1x2^2x3|x1^2x3^2|x1^2x3^3|x1x2x3^3"
"n",2.1,36,"(Intercept)|x1^2x3|x1x2x3|x2x3^2|x3^3|x1x2x3^2|x1x3^3|x3^4|x1^2x3^3|x1x3^4","(Intercept)|x1x2x3|x3^3|x1^2x3^3"
"n",2.1,37,"(Intercept)|x1x2|x1x3|x3^2|x1x3^2|x3^3","(Intercept)|x1x2|x1x3|x3^2|x1x3^2|x3^3"
"n",2.1,38,"(Intercept)|x1|x3|x1x3|x3^2|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1x2^2x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3","x3|x2^2x3|x3^3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x2x3^3"
"n",2.1,39,"(Intercept)|x1|x2|x3|x2x3|x1x2x3|x3^3|x1x2x3^2|x2^2x3^2|x2x3^3","(Intercept)|x2|x3|x2x3|x1x2x3|x1x2x3^2"
"n",2.1,40,"(Intercept)|x3|x1^2|x1x3|x2x3|x3^2|x1^3|x1^2x2|x2^3|x1^2x3|x1x2x3|x1x3^2|x2x3^2|x3^3|x1^3x2|x1x2^3|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2x3^3|x3^4|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^3x3^2|x2^2x3^3","x2^3"
"n",2.1,41,"(Intercept)|x1^2|x1x2|x1x2^2|x2x3^2|x1^2x3^2|x1x3^3|x1^3x2x3","(Intercept)|x1^2|x1x2|x1x2^2|x2x3^2|x1^2x3^2|x1x3^3|x1^3x2x3"
"n",2.1,42,"(Intercept)|x3|x1x3|x3^2|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x2^3x3|x1^2x3^2|x1x2x3^2|x2x3^3","x1x2x3|x2^2x3|x2^3x3|x1x2x3^2"
"n",2.1,43,"(Intercept)|x2|x1x2|x1x3|x1^2x3|x1x2x3","(Intercept)|x2|x1x2|x1x3|x1^2x3|x1x2x3"
"n",2.1,44,"(Intercept)|x2|x3|x2^2|x1x3|x1x2x3|x1x3^2","(Intercept)|x2|x3|x1x3|x1x2x3"
"n",2.1,45,"(Intercept)|x1x3|x2x3|x3^2|x1^2x3|x1x3^2|x2x3^2|x3^3|x1x2^2x3|x1^2x3^2|x1x2x3^2|x1x3^3|x2x3^3|x3^4","(Intercept)|x1x3|x3^2|x1^2x3|x1x2^2x3|x1^2x3^2|x1x2x3^2|x1x3^3"
"n",2.1,46,"(Intercept)|x3|x1^2|x2x3|x3^2|x1x2^2|x2^2x3","(Intercept)|x3|x1^2|x2x3|x3^2|x1x2^2|x2^2x3"
"n",2.1,47,"(Intercept)|x1x3|x2x3|x3^2|x1^2x2|x1^2x3|x1x2x3|x2x3^2|x3^3|x1^2x2x3|x1^2x3^2|x2x3^3","(Intercept)|x1^2x2|x1^2x3|x1^2x2x3|x1^2x3^2"
"n",2.1,48,"(Intercept)|x2|x3|x2^2|x1x3|x2^2x3|x1x3^2|x1^2x3^2",""
"n",2.1,49,"(Intercept)|x1|x1x2|x2^2|x1x2x3|x1x3^2|x2x3^2|x3^3|x1^2x2x3|x1x2^2x3|x2^2x3^2","(Intercept)|x3^3"
"n",2.1,50,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^2x3","(Intercept)|x3|x1^2|x2^2|x2x3|x3^2|x1^2x3"
"n",2.1,51,"(Intercept)|x1x2x3|x1x3^2|x2x3^2|x3^3|x2^2x3^2|x2x3^3","(Intercept)|x1x3^2|x2x3^2|x3^3|x2^2x3^2|x2x3^3"
"n",2.1,52,"(Intercept)|x2|x3|x1^2|x2x3|x2x3^2|x1^2x2^2|x1^2x2x3^2|x1x2^2x3^2|x1x2x3^3|x2^2x3^3|x2x3^4","(Intercept)|x2|x3"
"n",2.1,53,"(Intercept)|x2|x3|x1x2|x3^3","(Intercept)|x2|x3|x1x2|x3^3"
"n",2.1,54,"(Intercept)|x1x3|x3^2|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^2x2x3|x2^3x3|x2^2x3^2|x2x3^3|x3^4|x1^2x2^2x3|x1^3x3^2|x1x2^2x3^2|x2^2x3^3|x1x3^4|x3^5","(Intercept)"
"n",2.1,55,"(Intercept)|x3|x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4","(Intercept)|x3|x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4"
"n",2.1,56,"(Intercept)|x3|x1x3|x3^2|x3^3","(Intercept)|x3|x1x3|x3^2|x3^3"
"n",2.1,57,"(Intercept)|x3|x1x3|x2x3|x3^2|x1x2x3|x1x3^2|x2x3^2|x3^3|x1^3x3|x1^2x2x3|x1x2x3^2|x1x3^3|x2x3^3|x1^2x2^2x3|x1^2x3^3|x1x3^4|x3^5","(Intercept)|x1^3x3|x1x3^3|x1^2x3^3|x1x3^4"
"n",2.1,58,"(Intercept)|x1|x2|x1^2|x2^2|x1x3|x2x3|x3^2|x1^3|x1^2x2|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^3x3|x1^2x2x3|x1^2x3^2|x1x2x3^2|x1x3^3|x2x3^3","(Intercept)|x1^2x2|x1^3x3|x1^2x2x3|x1x2x3^2"
"n",2.1,59,"(Intercept)|x2|x3|x1^2x2x3|x1x2^2x3|x2^2x3^2|x2x3^3|x1^2x2^2x3|x2^2x3^3","(Intercept)|x2|x3|x2^2x3^2|x1^2x2^2x3"
"n",2.1,60,"(Intercept)|x2^2|x1x3|x2x3|x3^2|x1x2^2|x1x2x3|x2^2x3|x1x3^2|x3^3|x1x2^2x3|x2^3x3|x3^4","(Intercept)|x2^2|x1x2^2|x2^2x3|x1x2^2x3"
"n",2.1,61,"(Intercept)|x2|x1^2|x1x2|x3^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^2x2^2|x2^3x3|x2^2x3^2","(Intercept)|x1^2|x1^2x3"
"n",2.1,62,"(Intercept)|x1^2x3|x1x2x3|x3^3|x1^2x2x3|x1x2^2x3|x2x3^3|x3^4|x1x2^2x3^2|x1x2x3^3|x1x3^4|x2x3^4","(Intercept)|x1^2x3|x1x3^4"
"n",2.1,63,"(Intercept)|x1^2|x1x2|x1^2x3|x1x2x3|x1x3^2|x3^3|x1^2x3^2","(Intercept)|x1^2|x1x2|x1^2x3|x1x2x3|x1x3^2|x3^3|x1^2x3^2"
"n",2.1,64,"(Intercept)|x1x2|x1x2x3|x1x3^2|x2x3^2|x3^3|x1^2x3^2|x1x2x3^2|x1x3^3|x2x3^3|x3^4","x1x2|x1x2x3|x1x3^2|x2x3^2|x1x2x3^2|x1x3^3|x2x3^3"
